finess;finess_geographique;acte_ccam_phase;nombre_d_actes;duree_moyenne_de_sejour_dms;nombre_sejour_ambulatoire;annee;acte;phase;code_regroupement;regroupement;libelle;tarif_secteur_1_adherent_optam_optam_co;tarif_hors_secteur_1_hors_adherent_optam_optam_co;remboursement_sous_conditions;accord_prealable;tm_exoneration;libelle_mft;siren;telephone;epci;coordonnees;raison_sociale;code_ape;statut_juridique;adresse;raison_sociale_longue;departement;code_insee;siret;type_d_etablissement;commune;region;categorie_d_etablissement;proportion_actes_ambulatoires
2A0000154;;MFQK0020;24.0;2.05;.;2017;MFQK002;0;ADI;Actes d'imagerie;Radiographie du coude selon 1 ou 2 incidences;19.95;19.95;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;ZZQX0470;144.0;1.06944444444;119;2015;ZZQX047;0;ATM;Actes techniques médicaux (hors imagerie);Examen histopathologique de biopsies étagées de 4 structures anatomiques ou plus;126.55;126.55;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;82.6388888889
2A0000154;2A0000154;JHFA0090;19.0;0.0;19;2015;JHFA009;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Posthectomie;75.15;69.92;RC;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;100.0
2A0000154;2A0000154;MGQK0030;116.0;2.65048543689;30;2015;MGQK003;0;ADI;Actes d'imagerie;Radiographie du poignet selon 1 ou 2 incidences;19.95;19.95;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;25.8620689655
2A0000154;2A0000154;ZCQM0010;23.0;4.09090909091;.;2016;ZCQM001;0;ADE;Acte d'échographie;Échographie transcutanée de l'abdomen, avec échographie-doppler des vaisseaux digestifs;54.02;54.02;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;HFQX0040;65.0;5.43076923077;.;2015;HFQX004;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique de pièce de gastrectomie partielle;90.41;90.41;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;JKFC0060;14.0;5.21428571429;.;2016;JKFC006;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Hystérectomie subtotale avec annexectomie unilatérale ou bilatérale, par cœlioscopie;323.09;323.09;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;;QZJA0010;16.0;2.1875;.;2017;QZJA001;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Parage et/ou suture de plaie profonde de la peau et des tissus mous de plus de 10 cm de grand axe, en dehors de la face et de la main;85.08;66.9;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;NJPA0180;19.0;2.3125;.;2015;NJPA018;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Libération, incisions axiales ou ténosynovectomie d'un tendon de l'arrière-pied;188.1;188.1;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;JAQM0010;81.0;1.89473684211;15;2016;JAQM001;0;ADE;Acte d'échographie;Échographie transcutanée unilatérale ou bilatérale du rein et de la région lombale, avec échographie transcutanée du petit bassin [pelvis] féminin;69.93;69.93;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;18.5185185185
2B0000392;;LMMC0150;17.0;3.41176470588;.;2017;LMMC015;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Cure d'éventration postopératoire de la paroi abdominale antérieure avec pose de prothèse, par cœlioscopie;280.76;260.45;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000079;2B0000079;HBGD0180;21.0;0.0;21;2015;HBGD018;0;ADC;Actes de chirurgie;Avulsion d'1 troisième molaire maxillaire retenue ou à l'état de germe;83.6;83.6;;;;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;100.0
2A0000139;2A0000139;HJFA0040;32.0;12.2258064516;.;2016;HJFA004;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Résection rectosigmoïdienne avec anastomose colorectale infrapéritonéale, par cœlioscopie ou par laparotomie avec préparation par cœlioscopie;753.67;742.2;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;2A0000154;HHQX0070;71.0;3.05633802817;.;2016;HHQX007;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique de pièce d'appendicectomie;43.05;43.05;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000079;2B0000079;BAFA0130;13.0;0.0;12;2015;BAFA013;0;ADC;Actes de chirurgie;Exérèse de chalazion;32.74;32.16;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;92.3076923077
2A0000139;;QZFA0020;13.0;0.0;13;2017;QZFA002;0;ADC;Actes de chirurgie;Exérèse d'une lésion souscutanée susfasciale de moins de 3 cm de grand axe;54.11;39.45;RC;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;100.0
2B0000079;2B0000079;HDQE0010;17.0;0.0;17;2016;HDQE001;0;ATM/ADA;Actes techniques médicaux (hors imagerie)/Actes d'anesthésie;Orohypopharyngoscopie avec laryngoscopie directe;82.39;71.98;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;100.0
2B0000392;2B0000392;HHQX0050;363.0;0.541436464088;266;2015;HHQX005;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique de pièce d'exérèse endoscopique de 1 ou 2 lésions du côlon et/ou du rectum;51.53;51.53;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;73.2782369146
2A0000139;2A0000139;LMMC0020;18.0;0.411764705882;13;2015;LMMC002;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Cure unilatérale d'une hernie de l'aine avec pose de prothèse, par vidéochirurgie;227.59;216.79;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;72.2222222222
2A0000154;;MDCB0030;18.0;1.11111111111;.;2017;MDCB003;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Ostéosynthèse de fracture extraarticulaire d'un os de la main par broche, à foyer fermé;99.97;84.32;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0005664;;FELF0060;17.0;17.8;.;2017;FELF006;0;ATM;Actes techniques médicaux (hors imagerie);Transfusion de produit sanguin labile non érythrocytaire;46.14;34.82;;;1.0;ARS établissements de santé non financés dotation globale;;;CA de Bastia;42.70533, 9.440392;CLINIQUE DE TOGA;;;QUARTIER TOGA;;HAUTE-CORSE;2B033;80162444600028;Etablissement simple;Bastia;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;2B0000392;ZZQX1180;16.0;0.0625;15;2016;ZZQX118;0;ATM;Actes techniques médicaux (hors imagerie);Examen cytopathologique et/ou histopathologique extemporané de 2 à 4 prélèvements différenciés de structure anatomique, sur le lieu du prélèvement;84.0;84.0;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;93.75
2A0000154;2A0000154;MCQK0010;21.0;2.05263157895;.;2016;MCQK001;0;ADI;Actes d'imagerie;Radiographie de l'avant-bras;19.95;19.95;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;2A0000154;MCQK0010;21.0;5.11111111111;.;2015;MCQK001;0;ADI;Actes d'imagerie;Radiographie de l'avant-bras;19.95;19.95;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;;ZZQX1590;30.0;0.266666666667;27;2017;ZZQX159;0;ATM;Actes techniques médicaux (hors imagerie);Examen histopathologique de fragments d'exérèse endoscopique ou de curetage d'une structure anatomique, différenciés par le préleveur;33.6;33.6;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;90.0
2A0000139;2A0000139;EBFA0050;14.0;5.5;.;2015;EBFA005;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Thrombectomie de l'artère carotide commune, par cervicotomie;505.52;424.87;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;;NEKA0110;19.0;8.89473684211;.;2017;NEKA011;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Remplacement de l'articulation coxofémorale par prothèse fémorale cervicocéphalique et cupule mobile;459.8;459.8;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000079;2B0000079;QEMA0130;17.0;1.9411764705899999;.;2016;QEMA013;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Mastoplastie bilatérale de réduction;408.38;368.53;RC;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;
2B0000392;;ZZQX0680;14.0;0.214285714286;12;2017;ZZQX068;0;ATM;Actes techniques médicaux (hors imagerie);Examen histopathologique de biopsies étagées de 3 structures anatomiques;107.89;107.89;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;85.7142857143
2A0000139;;LBFA0300;25.0;0.0;24;2017;LBFA030;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Exérèse de lésion de l'os maxillaire et/ou du corps de la mandibule de 2 cm à 4 cm de grand axe, par abord intrabuccal;80.83;73.21;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;96.0
2B0000392;2B0000392;HHQX0070;16.0;13.4375;.;2015;HHQX007;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique de pièce d'appendicectomie;43.05;43.05;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;;LBFA0310;29.0;0.137931034483;26;2017;LBFA031;0;ADC;Actes de chirurgie;Résection d'hypertrophie osseuse intrabuccale;36.87;34.55;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;89.6551724138
2B0000079;2B0000079;HAFA0200;20.0;0.0;20;2016;HAFA020;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Exérèse transfixiante de lésion de lèvre, ou exérèse d'une commissure labiale;92.17;75.4;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;100.0
2B0000392;;HHQX0070;20.0;6.6;.;2017;HHQX007;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique de pièce d'appendicectomie;43.05;43.05;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000079;2B0000079;BFGA0040;1984.0;0.00604838709677;1974;2016;BFGA004;0;;;Extraction extracapsulaire du cristallin par phakoémulsification, avec implantation de cristallin artificiel dans la chambre postérieure de l'œil;271.7;271.7;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;99.4959677419
2A0000139;;NDQK0030;45.0;3.13953488372;.;2017;NDQK003;0;ADI;Actes d'imagerie;Radiographie du pied selon 4 incidences ou plus;19.95;19.95;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;2B0000392;YYYY0410;43.0;5.88095238095;.;2015;YYYY041;0;ADA/ADA;Actes d'anesthésie/Actes d'anesthésie;Supplément pour récupération peropératoire de sang;;;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;2A0000154;MGQK0010;45.0;4.84090909091;.;2015;MGQK001;0;ADI;Actes d'imagerie;Radiographie du poignet selon 3 incidences ou plus;29.26;29.26;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;2A0000154;HHQE0020;269.0;0.646840148699;223;2015;HHQE002;0;ADA/ATM;Actes d'anesthésie/Actes techniques médicaux (hors imagerie);Coloscopie totale, avec franchissement de l'orifice iléocolique;153.6;153.6;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;82.8996282528
2A0000139;2A0000139;FAFA0020;46.0;0.108695652174;43;2016;FAFA002;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Adénoïdectomie avec pose bilatérale d'aérateur transtympanique;86.4;86.4;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;93.4782608696
2B0000079;2B0000079;QZMA0010;121.0;0.0275229357798;106;2015;QZMA001;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;"Réparation de perte de substance par lambeau local ou régional muqueux, cutané ou fasciocutané, à pédicule vasculonerveux non individualisé ou non individualisable [lambeau ""au hasard""], en dehors de l'extrémité céphalique";175.12;155.12;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;87.6033057851
2A0000139;2A0000139;PDQX0050;77.0;0.38961038961;62;2016;PDQX005;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique de pièce d'exérèse de tumeur des tissus mous fasciaux et/ou sousfasciaux [aponévrotiques et/ou sousaponévrotiques];93.14;93.14;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;80.51948051950001
2A0000154;;LHQK0010;153.0;4.13333333333;31;2017;LHQK001;0;ADI;Actes d'imagerie;Scanographie d'un segment de la colonne vertébrale, sans injection intraveineuse de produit de contraste;25.27;25.27;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;20.2614379085
2A0000139;;QZMA0010;257.0;0.251968503937;230;2017;QZMA001;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;"Réparation de perte de substance par lambeau local ou régional muqueux, cutané ou fasciocutané, à pédicule vasculonerveux non individualisé ou non individualisable [lambeau ""au hasard""], en dehors de l'extrémité céphalique";175.12;155.12;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;89.4941634241
2A0000154;2A0000154;PAGA0110;48.0;0.416666666667;40;2016;PAGA011;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Ablation de matériel d'ostéosynthèse des membres sur un site, par abord direct;112.73;82.94;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;83.3333333333
2A0000154;2A0000154;ZCQK0040;304.0;7.06597222222;38;2015;ZCQK004;0;ADI;Actes d'imagerie;Scanographie de l'abdomen et du petit bassin [pelvis], sans injection intraveineuse de produit de contraste;50.54;50.54;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;12.5
2B0000392;2B0000392;GAMA0070;17.0;0.647058823529;.;2016;GAMA007;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Septoplastie nasale;175.56;154.49;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;;QZMA0040;25.0;0.826086956522;13;2017;QZMA004;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Réparation de perte de substance par lambeau local ou régional cutané, fascial, fasciocutané, septocutané, musculaire ou musculocutané, à pédicule vasculaire ou vasculonerveux anatomique, en dehors de l'extrémité céphalique;462.98;356.3;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;52.0
2B0000079;;ZZQX1620;12.0;0.0;12;2017;ZZQX162;0;ATM;Actes techniques médicaux (hors imagerie);Examen histopathologique de biopsie d'une structure anatomique;28.0;28.0;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;100.0
2B0000392;;HEQX0050;16.0;0.0625;15;2017;HEQX005;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique de pièce d'exérèse endoscopique de l'œsophage;51.15;51.15;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;93.75
